week,opponent,result
1,HOU,LOSS
2,GB,LOSS
3,CHI,WIN
4,PIT,WIN
5,JAX,LOSS
6,TEN,WIN
7,MIA,WIN
8,HOU,LOSS
9,MIN,LOSS
10,BUF,LOSS
11,NYJ,WIN
12,DET,LOSS
13,NE,WIN
14,BYE,BYE
15,DEN,LOSS
16,TEN,WIN
17,NYG,LOSS
18,JAX,WIN
