week,opponent,result
1,MIA,LOSS
2,CLE,LOSS
3,BUF,LOSS
4,HOU,LOSS
5,IND,WIN
6,CHI,LOSS
7,NE,WIN
8,GB,LOSS
9,PHI,LOSS
10,MIN,LOSS
11,DET,LOSS
12,BYE,BYE
13,HOU,LOSS
14,TEN,WIN
15,NYJ,LOSS
16,LV,LOSS
17,TEN,WIN
18,IND,LOSS
