team,player,category,REC,YDS,AVG,TD,LONG,TGTS
DET,Allen Robinson,receiving,3,30,5.0,0,21,7
DET,Amon-Ra St. Brown,receiving,115,1263,10.12,12,66,141
DET,Brock Wright,receiving,13,100,5.6,2,16,16
DET,Craig Reynolds,receiving,3,40,7.5,0,26,5
DET,Dan Skipper,receiving,1,9,9.0,1,9,1
DET,David Montgomery,receiving,36,341,10.81,0,40,38
DET,Isaiah Williams,receiving,2,6,3.0,0,4,3
DET,Jahmyr Gibbs,receiving,52,517,11.47,4,54,63
DET,Jameson Williams,receiving,58,1001,17.03,7,82,91
DET,Jared Goff,receiving,1,7,7.0,1,7,1
DET,Jermar Jefferson,receiving,1,10,10.0,0,10,1
DET,Kalif Raymond,receiving,17,215,10.48,2,38,22
DET,Sam LaPorta,receiving,60,726,14.73,7,52,83
DET,Shane Zylstra,receiving,1,22,22.0,0,22,1
DET,Sione Vaki,receiving,3,37,13.5,0,17,3
DET,Taylor Decker,receiving,0,0,0.0,0,0,1
DET,Tim Patrick,receiving,33,394,10.71,3,42,44
DET,Tom Kennedy,receiving,0,0,0.0,0,0,1
