team,player,category,CAR,YDS,AVG,TD,LONG
DET,Amon-Ra St. Brown,rushing,2,6,3.0,0,10
DET,Craig Reynolds,rushing,31,139,4.97,0,19
DET,David Montgomery,rushing,185,775,3.96,12,21
DET,Hendon Hooker,rushing,5,2,-0.1,0,3
DET,Jahmyr Gibbs,rushing,250,1412,5.84,16,70
DET,Jalen Reeves-Maybin,rushing,1,1,1.0,0,1
DET,Jameson Williams,rushing,11,61,5.89,1,15
DET,Jared Goff,rushing,35,56,1.57,0,10
DET,Jermar Jefferson,rushing,6,22,3.65,0,8
DET,Kalif Raymond,rushing,2,0,0.0,0,12
DET,Sione Vaki,rushing,6,14,3.4,0,7
