team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
IND,Matt Gay,kicking,80.04,56,127,31,37,33,33
IND,Spencer Shrader,kicking,0.0,0,3,0,0,3,3
