team,player,category,REC,YDS,AVG,TD,LONG,TGTS
IND,Adonai Mitchell,receiving,23,312,11.4,0,36,55
IND,Alec Pierce,receiving,37,824,20.23,7,65,69
IND,Anthony Gould,receiving,1,23,23.0,0,23,1
IND,Anthony Richardson Sr.,receiving,1,-1,-1.0,0,-1,1
IND,Ashton Dulin,receiving,2,67,11.17,1,54,8
IND,Drew Ogletree,receiving,9,109,8.82,1,22,14
IND,Jonathan Taylor,receiving,18,136,8.17,1,25,31
IND,Josh Downs,receiving,72,803,11.34,5,69,107
IND,Kylen Granson,receiving,14,182,8.61,0,40,31
IND,Michael Pittman Jr.,receiving,69,808,11.85,3,33,111
IND,Mo Alie-Cox,receiving,12,147,6.82,1,22,22
IND,Trey Sermon,receiving,16,99,7.37,0,14,19
IND,Tyler Goodson,receiving,11,61,4.22,1,24,15
IND,Will Mallory,receiving,4,29,4.14,0,10,8
