team,player,category,REC,YDS,AVG,TD,LONG,TGTS
GB,Andrew Beck,receiving,0,0,0.0,0,0,1
GB,Ben Sims,receiving,4,42,5.75,0,28,5
GB,Bo Melton,receiving,8,91,8.78,0,28,17
GB,Chris Brooks,receiving,11,69,5.41,0,15,13
GB,Christian Watson,receiving,29,620,14.99,2,60,53
GB,Dontayvion Wicks,receiving,39,415,8.32,5,36,76
GB,Emanuel Wilson,receiving,11,48,3.39,1,30,14
GB,Jayden Reed,receiving,55,857,14.18,6,70,75
GB,John FitzPatrick,receiving,1,2,2.0,0,2,1
GB,Josh Jacobs,receiving,36,342,8.2,1,49,43
GB,Luke Musgrave,receiving,7,45,5.19,0,19,10
GB,Malik Heath,receiving,10,97,8.24,2,41,13
GB,MarShawn Lloyd,receiving,1,3,3.0,0,3,1
GB,Romeo Doubs,receiving,46,601,14.36,4,39,72
GB,Tucker Kraft,receiving,50,707,13.79,7,67,70
