team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
GB,Brandon McManus,kicking,87.91,55,90,20,21,30,30
GB,Brayden Narveson,kicking,69.5,47,52,12,17,16,16
