week,opponent,result
1,CLE,LOSS
2,BAL,LOSS
3,LAR,WIN
4,TEN,LOSS
5,ARI,WIN
6,SEA,WIN
7,BYE,BYE
8,SF,WIN
9,BUF,WIN
10,HOU,LOSS
11,BAL,LOSS
12,PIT,LOSS
13,JAX,WIN
14,IND,WIN
15,MIN,WIN
16,PIT,LOSS
17,KC,LOSS
18,CLE,WIN
