team,player,category,INT,YDS,TD
BAL,Geno Stone,interceptions,1,0,0
CIN,Cam Taylor-Britt,interceptions,1,0,0
CLE,Sione Takitaki,interceptions,1,0,0
CLE,Denzel Ward,interceptions,1,0,0
GB,Anthony Johnson Jr.,interceptions,1,1,0
IND,Kenny Moore II,interceptions,2,115,2
IND,Segun Olubi,interceptions,1,0,0
LV,Amik Robertson,interceptions,1,40,0
LV,Nate Hobbs,interceptions,1,10,0
MIN,Byron Murphy Jr.,interceptions,1,18,0
NE,Kyle Dugger,interceptions,1,20,0
NO,Paulson Adebo,interceptions,2,5,0
NO,Marcus Maye,interceptions,1,0,0
PIT,Kwon Alexander,interceptions,1,0,0
WSH,Quan Martin,interceptions,1,0,0
