team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,175,5.0,2,0,5,25,35
ATL,Marcus Mariota,passing,129,5.6,0,0,2,12,23
BAL,Lamar Jackson,passing,133,6.0,1,0,3,12,22
BUF,Josh Allen,passing,205,6.0,0,2,5,18,34
CAR,Baker Mayfield,passing,155,7.8,2,0,0,14,20
CAR,PJ Walker,passing,9,0.9,0,2,0,3,10
CHI,Justin Fields,passing,123,4.4,3,0,2,17,28
CIN,Joe Burrow,passing,206,7.4,1,0,1,22,28
CIN,Brandon Allen,passing,22,7.3,0,0,1,3,3
DET,Jared Goff,passing,137,5.3,2,1,0,14,26
GB,Aaron Rodgers,passing,291,6.8,1,3,1,23,43
HOU,Davis Mills,passing,154,7.0,2,2,3,13,22
IND,Sam Ehlinger,passing,103,3.6,0,1,9,15,29
JAX,Trevor Lawrence,passing,235,7.6,1,0,0,25,31
KC,Patrick Mahomes,passing,446,6.6,1,1,4,43,68
LAC,Justin Herbert,passing,245,5.7,1,1,0,30,43
LAR,Matthew Stafford,passing,165,6.1,1,0,4,13,27
LV,Derek Carr,passing,259,7.2,2,0,2,21,36
MIA,Tua Tagovailoa,passing,302,10.1,3,0,0,21,30
MIN,Kirk Cousins,passing,265,6.6,2,1,2,22,40
MIN,Nick Mullens,passing,-3,-3.0,0,0,0,1,1
NE,Mac Jones,passing,147,4.9,1,0,4,20,30
NO,Taysom Hill,passing,13,13.0,0,0,0,1,1
NO,Andy Dalton,passing,210,7.2,1,1,4,19,29
NYJ,Zach Wilson,passing,154,6.2,1,0,2,18,25
PHI,Jalen Hurts,passing,243,9.0,2,0,4,21,27
SEA,Geno Smith,passing,275,8.1,2,1,2,26,34
TB,Tom Brady,passing,280,4.8,1,0,1,36,58
TEN,Malik Willis,passing,80,5.0,0,0,3,5,16
WSH,Taylor Heinicke,passing,149,5.3,2,1,3,15,28
