team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,0.0,0,3,0,0,3,3
ATL,Younghoe Koo,kicking,50.0,29,5,1,2,2,2
BAL,Justin Tucker,kicking,100.0,41,9,2,2,3,3
BUF,Tyler Bass,kicking,50.0,51,5,1,2,2,2
CAR,Eddy Pineiro,kicking,0.0,0,3,0,0,3,3
CHI,Cairo Santos,kicking,100.0,32,6,1,1,3,3
CIN,Evan McPherson,kicking,0.0,0,6,0,1,6,6
DET,Michael Badgley,kicking,0.0,0,1,0,0,1,1
GB,Mason Crosby,kicking,100.0,25,3,1,1,0,0
HOU,Ka'imi Fairbairn,kicking,100.0,30,5,1,1,2,2
IND,Chase McLaughlin,kicking,50.0,40,3,1,2,0,0
JAX,Riley Patterson,kicking,67.0,48,9,2,3,3,3
KC,Harrison Butker,kicking,67.0,28,6,2,3,0,1
LAC,Cameron Dicker,kicking,100.0,37,8,2,2,2,2
LAR,Matt Gay,kicking,100.0,35,7,2,2,1,1
LV,Daniel Carlson,kicking,100.0,38,8,2,2,2,2
MIA,Jason Sanders,kicking,0.0,0,5,0,1,5,5
MIN,Greg Joseph,kicking,100.0,28,8,2,2,2,2
NE,Nick Folk,kicking,100.0,49,14,4,4,2,2
NO,Wil Lutz,kicking,100.0,37,7,2,2,1,1
NYJ,Greg Zuerlein,kicking,100.0,53,8,2,2,2,2
PHI,Jake Elliott,kicking,0.0,0,3,0,1,3,3
SEA,Jason Myers,kicking,100.0,49,7,1,1,4,4
TB,Ryan Succop,kicking,75.0,50,10,3,4,1,1
TEN,Randy Bullock,kicking,100.0,44,5,1,1,2,2
WSH,Joey Slye,kicking,100.0,44,5,1,1,2,2
