team,player,category,FUM,LOST
ARI,Kyler Murray,fumbles,2,1
ARI,Billy Price,fumbles,1,0
ARI,James Conner,fumbles,0,0
ATL,Ta'Quon Graham,fumbles,1,1
ATL,Drake London,fumbles,1,1
BAL,Lamar Jackson,fumbles,1,0
BUF,AJ Epenesa,fumbles,0,0
BUF,Ryan Bates,fumbles,0,0
BUF,Josh Allen,fumbles,2,0
CAR,Tommy Tremble,fumbles,1,1
CIN,Trent Taylor,fumbles,1,0
CIN,Jalen Davis,fumbles,0,0
GB,AJ Dillon,fumbles,1,0
GB,Samori Toure,fumbles,1,0
HOU,Jaleel Johnson,fumbles,0,0
IND,Bobby Okereke,fumbles,0,0
JAX,Trevor Lawrence,fumbles,1,1
JAX,Devin Lloyd,fumbles,0,0
LAC,Matt Feiler,fumbles,0,0
LAC,Khalil Mack,fumbles,0,0
LAC,Austin Ekeler,fumbles,1,1
LAR,Matthew Stafford,fumbles,1,0
LAR,Brandon Powell,fumbles,1,0
LAR,Cooper Kupp,fumbles,1,0
LV,Foster Moreau,fumbles,1,1
LV,Maxx Crosby,fumbles,0,0
MIA,Tua Tagovailoa,fumbles,1,0
NE,J.J. Taylor,fumbles,0,0
NE,Kendrick Bourne,fumbles,1,0
NE,Jakobi Meyers,fumbles,1,1
NYJ,Garrett Wilson,fumbles,1,0
NYJ,Zach Wilson,fumbles,1,1
PHI,Jason Kelce,fumbles,0,0
PHI,Jalen Hurts,fumbles,2,1
SEA,Josh Jones,fumbles,0,0
SEA,DeeJay Dallas,fumbles,1,0
