week,opponent,result
1,SEA,WIN
2,NO,WIN
3,ARI,WIN
4,JAX,LOSS
5,LAR,WIN
6,TB,LOSS
7,ATL,WIN
8,HOU,LOSS
9,NYG,WIN
10,LAR,LOSS
11,ARI,WIN
12,CAR,WIN
13,CLE,WIN
15,TEN,WIN
16,IND,WIN
17,CHI,WIN
18,SEA,LOSS
