week,opponent,result
1,PIT,LOSS
2,DAL,LOSS
3,NYJ,WIN
4,MIA,WIN
5,BAL,LOSS
6,NO,WIN
7,ATL,WIN
8,CLE,LOSS
9,CAR,WIN
10,BYE,BYE
11,PIT,WIN
12,TEN,WIN
13,KC,WIN
14,CLE,WIN
15,TB,WIN
16,NE,WIN
17,BUF,LOSS
18,BAL,WIN
