team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,55,9,3,3,0,0
ATL,Younghoe Koo,kicking,100.0,47,4,1,1,1,1
BAL,Justin Tucker,kicking,100.0,41,18,6,6,0,1
BUF,Tyler Bass,kicking,0.0,0,2,0,2,2,2
CAR,Eddy Pineiro,kicking,0.0,0,3,0,1,3,3
CHI,Cairo Santos,kicking,100.0,53,7,2,2,1,1
CIN,Evan McPherson,kicking,100.0,52,5,1,1,2,2
CLE,Dustin Hopkins,kicking,80.0,50,13,4,5,1,1
DAL,Brandon Aubrey,kicking,100.0,39,8,2,2,2,2
DET,Riley Patterson,kicking,67.0,36,8,2,3,2,2
HOU,Ka'imi Fairbairn,kicking,100.0,24,8,2,2,2,2
IND,Matt Gay,kicking,100.0,56,8,2,2,2,2
JAX,Brandon McManus,kicking,100.0,51,13,3,3,4,4
KC,Harrison Butker,kicking,100.0,60,13,4,4,1,1
LAC,Cameron Dicker,kicking,100.0,24,5,1,1,2,2
LAR,Brett Maher,kicking,100.0,43,14,4,4,2,2
LV,Daniel Carlson,kicking,100.0,37,13,4,4,1,1
MIA,Jason Sanders,kicking,0.0,0,6,0,0,6,6
MIN,Greg Joseph,kicking,67.0,53,7,2,3,1,2
NE,Chad Ryland,kicking,100.0,43,5,1,1,2,2
NO,Blake Grupe,kicking,50.0,48,7,2,4,1,1
NYG,Graham Gano,kicking,100.0,43,9,3,3,0,0
NYJ,Greg Zuerlein,kicking,100.0,43,12,4,4,0,0
PHI,Jake Elliott,kicking,0.0,0,2,0,1,2,2
SEA,Jason Myers,kicking,100.0,55,7,2,2,1,1
SF,Jake Moody,kicking,33.0,25,5,1,3,2,2
TB,Chase McLaughlin,kicking,100.0,36,6,2,2,0,0
TEN,Nick Folk,kicking,100.0,38,10,3,3,1,1
WSH,Joey Slye,kicking,100.0,37,6,1,1,3,3
