team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Joshua Dobbs,passing,235,5.7,0,1,2,21,41
ATL,Desmond Ridder,passing,307,6.5,2,3,3,28,47
BAL,Lamar Jackson,passing,223,7.4,1,1,1,21,30
BUF,Josh Allen,passing,169,5.6,2,1,0,19,30
CAR,Bryce Young,passing,217,5.7,1,0,4,23,38
CAR,Johnny Hekker,passing,7,7.0,0,0,0,1,1
CHI,Tyson Bagent,passing,83,5.9,0,1,1,10,14
CHI,Justin Fields,passing,58,5.8,0,1,4,6,10
CIN,Joe Burrow,passing,185,5.3,2,1,3,24,35
CLE,PJ Walker,passing,192,5.6,0,2,2,18,34
DAL,Dak Prescott,passing,272,9.1,1,0,5,21,30
DEN,Russell Wilson,passing,95,4.3,1,2,4,13,22
DET,Jared Goff,passing,353,8.0,2,0,3,30,44
HOU,C.J. Stroud,passing,199,7.4,2,1,2,13,27
IND,Gardner Minshew II,passing,329,6.0,1,3,3,33,55
JAX,Trevor Lawrence,passing,181,6.0,2,1,3,20,30
KC,Kadarius Toney,passing,0,0.0,0,0,0,0,1
KC,Patrick Mahomes,passing,306,7.7,1,1,2,30,40
LAC,Justin Herbert,passing,227,6.1,2,1,1,22,37
LAR,Matthew Stafford,passing,226,9.4,1,0,3,15,24
LV,Jimmy Garoppolo,passing,162,7.4,1,1,0,14,22
LV,Brian Hoyer,passing,102,10.2,0,0,0,6,10
MIA,Mike White,passing,0,0.0,0,1,0,0,1
MIA,Tua Tagovailoa,passing,262,8.5,3,0,0,21,31
MIN,Kirk Cousins,passing,181,5.8,1,0,2,21,31
NE,Mac Jones,passing,200,6.1,0,1,3,24,33
NE,Malik Cunningham,passing,0,0.0,0,0,1,0,0
NO,Derek Carr,passing,353,7.1,1,1,2,32,50
NO,Taysom Hill,passing,4,4.0,0,0,0,1,1
NYG,Tyrod Taylor,passing,200,5.6,0,0,3,24,36
NYJ,Zach Wilson,passing,186,5.6,0,0,5,19,33
PHI,Jalen Hurts,passing,280,6.2,1,3,2,28,45
SEA,Geno Smith,passing,326,8.0,0,2,4,27,41
SF,Brock Purdy,passing,125,4.6,1,1,3,12,27
TB,Baker Mayfield,passing,206,5.6,0,1,1,19,37
TEN,Malik Willis,passing,74,14.8,0,0,4,4,5
TEN,Ryan Tannehill,passing,76,4.8,0,1,2,8,16
WSH,Sam Howell,passing,151,6.6,3,0,5,14,23
