week,opponent,result
1,ARI,WIN
2,MIA,WIN
3,JAX,WIN
4,BAL,LOSS
5,HOU,LOSS
6,NYJ,WIN
7,TEN,WIN
8,SEA,WIN
9,MIA,WIN
10,IND,WIN
11,KC,WIN
13,SF,WIN
14,LAR,LOSS
15,DET,WIN
16,NE,WIN
17,NYJ,WIN
18,NE,LOSS
