week,opponent,result
1,MIA,LOSS
2,PIT,WIN
3,BAL,LOSS
4,GB,LOSS
5,DET,WIN
6,CLE,WIN
7,CHI,LOSS
8,NYJ,WIN
9,IND,WIN
10,BYE,BYE
11,NYJ,WIN
12,MIN,LOSS
13,BUF,LOSS
14,ARI,WIN
15,LV,LOSS
16,CIN,LOSS
17,MIA,WIN
18,BUF,LOSS
