week,opponent,result
1,SF,WIN
2,GB,LOSS
3,HOU,WIN
4,NYG,LOSS
5,MIN,LOSS
6,WSH,LOSS
7,NE,WIN
8,DAL,LOSS
9,MIA,LOSS
10,DET,LOSS
11,ATL,LOSS
12,NYJ,LOSS
13,GB,LOSS
14,BYE,BYE
15,PHI,LOSS
16,BUF,LOSS
17,DET,LOSS
18,MIN,LOSS
