week,opponent,result
1,CIN,LOSS
2,ARI,LOSS
3,SEA,WIN
4,CLE,LOSS
5,DET,WIN
6,CAR,WIN
7,BYE,BYE
8,DAL,LOSS
9,BAL,LOSS
10,LAC,WIN
11,GB,WIN
12,SF,LOSS
13,DET,LOSS
14,PIT,WIN
15,CHI,WIN
16,LAR,LOSS
17,GB,LOSS
18,CHI,WIN
