team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CAR,Alex Erickson,receiving,3,55,13.75,0,25,4
CAR,Ameer Abdullah,receiving,35,272,8.13,1,23,49
CAR,Brandon Zylstra,receiving,18,250,12.97,1,55,25
CAR,C.J. Saunders,receiving,2,11,5.5,0,8,2
CAR,Christian McCaffrey,receiving,37,343,8.01,1,32,41
CAR,Chuba Hubbard,receiving,25,174,6.21,1,33,37
CAR,Colin Thompson,receiving,0,0,0.0,0,0,1
CAR,DJ Moore,receiving,93,1157,12.39,4,64,163
CAR,Dan Arnold,receiving,7,84,10.93,0,19,11
CAR,Giovanni Ricci,receiving,0,0,0.0,0,0,2
CAR,Ian Thomas,receiving,18,188,9.0,0,41,30
CAR,Keith Kirkwood,receiving,3,17,1.9,0,7,7
CAR,Reggie Bonnafon,receiving,2,12,6.0,0,6,2
CAR,Robbie Chosen,receiving,53,519,11.06,5,57,110
CAR,Rodney Smith,receiving,5,48,9.6,0,17,5
CAR,Royce Freeman,receiving,3,15,3.75,0,8,6
CAR,Shi Smith,receiving,6,104,7.34,0,63,11
CAR,Stephen Sullivan,receiving,0,0,0.0,0,0,1
CAR,Terrace Marshall Jr.,receiving,17,138,4.87,0,23,30
CAR,Tommy Tremble,receiving,20,180,8.04,1,30,35
CAR,Willie Snead IV,receiving,1,6,3.0,0,6,3
