team,player,category,CAR,YDS,AVG,TD,LONG
CAR,Ameer Abdullah,rushing,44,136,2.81,0,15
CAR,Cam Newton,rushing,47,230,4.83,5,33
CAR,Christian McCaffrey,rushing,99,442,4.64,1,18
CAR,Chuba Hubbard,rushing,172,612,3.29,5,26
CAR,DJ Moore,rushing,8,48,5.86,0,14
CAR,PJ Walker,rushing,7,13,2.88,0,13
CAR,Reggie Bonnafon,rushing,1,4,4.0,0,4
CAR,Robbie Chosen,rushing,3,36,9.75,0,30
CAR,Royce Freeman,rushing,21,77,3.55,0,13
CAR,Sam Darnold,rushing,48,222,5.38,5,30
CAR,Sean Chandler,rushing,1,14,14.0,0,14
CAR,Shi Smith,rushing,1,-3,-3.0,0,-3
CAR,Tommy Tremble,rushing,3,11,3.67,1,7
