team,player,category,INT,YDS,TD
CAR,Donte Jackson,interceptions,2,21,0
CAR,Jaycee Horn,interceptions,1,13,0
CAR,Jeremy Chinn,interceptions,1,0,0
CAR,Juston Burris,interceptions,1,17,0
CAR,Shaq Thompson,interceptions,2,39,0
CAR,Stephon Gilmore,interceptions,2,13,0
