team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,123,8.2,2,0,1,11,15
ATL,Matt Ryan,passing,297,7.2,0,0,5,30,41
BAL,Lamar Jackson,passing,253,6.8,1,1,7,23,37
BUF,Josh Allen,passing,145,4.8,1,0,2,15,30
CHI,Andy Dalton,passing,229,5.6,2,4,3,26,41
CIN,Joe Burrow,passing,300,7.5,1,2,6,24,40
DAL,Dak Prescott,passing,238,6.0,1,1,1,26,40
DEN,Teddy Bridgewater,passing,257,6.4,1,2,1,22,40
DET,Jared Goff,passing,296,7.2,3,1,3,25,41
HOU,Tyrod Taylor,passing,45,3.5,0,1,2,5,13
HOU,Davis Mills,passing,49,3.5,0,0,2,6,14
IND,Carson Wentz,passing,158,7.2,1,0,1,16,22
JAX,Trevor Lawrence,passing,145,5.2,0,0,2,16,28
KC,Patrick Mahomes,passing,184,6.3,0,1,1,15,29
LAC,Justin Herbert,passing,317,9.1,3,1,4,26,35
LAR,Matthew Stafford,passing,295,7.8,3,0,1,26,38
LV,Derek Carr,passing,249,6.6,0,0,2,28,38
MIA,Tua Tagovailoa,passing,244,6.0,2,0,2,30,41
MIN,Justin Jefferson,passing,0,0.0,0,0,0,0,1
MIN,Kirk Cousins,passing,340,8.5,2,0,3,30,40
NE,Mac Jones,passing,19,6.3,0,0,0,2,3
NO,Taysom Hill,passing,264,6.4,2,4,2,19,41
NYG,Mike Glennon,passing,187,4.3,0,1,3,23,44
NYJ,Zach Wilson,passing,226,5.9,2,1,2,23,38
PHI,Gardner Minshew II,passing,242,9.7,2,0,2,20,25
PIT,Ben Roethlisberger,passing,236,7.6,2,0,1,21,31
SEA,Russell Wilson,passing,231,6.2,2,1,4,30,37
SF,Jimmy Garoppolo,passing,299,10.0,2,2,1,20,30
TB,Tom Brady,passing,368,7.2,4,1,0,38,51
WSH,Taylor Heinicke,passing,196,6.5,2,1,1,23,30
