team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Rondale Moore,rushing,3,2,0.7,0,7
ARI,Eno Benjamin,rushing,2,1,0.5,0,1
ARI,James Conner,rushing,20,75,3.8,0,21
ARI,Kyler Murray,rushing,10,59,5.9,2,14
ATL,Mike Davis,rushing,4,32,8.0,1,17
ATL,Cordarrelle Patterson,rushing,13,78,6.0,0,39
ATL,Matt Ryan,rushing,3,2,0.7,0,2
ATL,Qadree Ollison,rushing,2,7,3.5,0,4
ATL,Olamide Zaccheaus,rushing,1,2,2.0,0,2
BAL,Lamar Jackson,rushing,8,55,6.9,0,13
BAL,Devonta Freeman,rushing,14,52,3.7,1,18
BAL,Latavius Murray,rushing,2,1,0.5,0,3
BAL,Nate McCrary,rushing,1,-1,-1.0,0,-1
BUF,Josh Allen,rushing,6,39,6.5,0,21
BUF,Devin Singletary,rushing,10,36,3.6,0,17
BUF,Zack Moss,rushing,8,21,2.6,0,4
BUF,Matt Breida,rushing,1,3,3.0,0,3
CHI,Andy Dalton,rushing,2,6,3.0,0,6
CHI,Khalil Herbert,rushing,4,16,4.0,0,7
CHI,David Montgomery,rushing,21,90,4.3,1,24
CIN,Joe Mixon,rushing,19,54,2.8,1,10
CIN,Samaje Perine,rushing,5,36,7.2,0,17
CIN,Joe Burrow,rushing,1,6,6.0,1,6
DAL,Tony Pollard,rushing,7,71,10.1,1,58
DAL,Dak Prescott,rushing,3,-3,-1.0,0,-1
DAL,Ezekiel Elliott,rushing,13,45,3.5,0,10
DAL,CeeDee Lamb,rushing,1,33,33.0,0,33
DEN,Teddy Bridgewater,rushing,4,17,4.3,0,9
DEN,Mike Boone,rushing,4,35,8.8,0,16
DEN,Javonte Williams,rushing,23,102,4.4,0,14
DET,Jared Goff,rushing,2,1,0.5,0,1
DET,Amon-Ra St. Brown,rushing,1,2,2.0,0,2
DET,Godwin Igwebuike,rushing,2,8,4.0,0,6
DET,Jermar Jefferson,rushing,5,18,3.6,0,8
DET,Jamaal Williams,rushing,17,71,4.2,0,11
HOU,Davis Mills,rushing,2,11,5.5,0,8
HOU,Rex Burkhead,rushing,8,30,3.8,0,7
HOU,Brandin Cooks,rushing,1,16,16.0,0,16
HOU,Tyrod Taylor,rushing,3,15,5.0,0,7
HOU,Royce Freeman,rushing,3,10,3.3,0,5
HOU,Jaylen Samuels,rushing,2,2,1.0,0,2
