team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Andy Lee,punting,2,99,49.5,0,1,58
ATL,Thomas Morstead,punting,5,215,43.0,0,3,53
BAL,Sam Koch,punting,4,203,50.8,0,1,57
BUF,Matt Haack,punting,5,233,46.6,2,2,59
CHI,Pat O'Donnell,punting,2,91,45.5,0,1,53
CIN,Kevin Huber,punting,4,180,45.0,0,1,50
DAL,Bryan Anger,punting,7,337,48.1,0,2,60
DEN,Sam Martin,punting,3,160,53.3,0,0,56
DET,Jack Fox,punting,3,166,55.3,0,0,62
HOU,Cameron Johnston,punting,6,302,50.3,0,1,60
IND,Rigoberto Sanchez,punting,3,124,41.3,0,3,43
JAX,Logan Cooke,punting,5,247,49.4,0,5,68
KC,Tommy Townsend,punting,4,190,47.5,0,3,54
LAC,Ty Long,punting,4,169,42.3,1,0,49
LAR,Johnny Hekker,punting,3,150,50.0,0,1,58
LV,AJ Cole,punting,4,202,50.5,0,2,67
MIA,Michael Palardy,punting,6,290,48.3,0,3,65
MIN,Jordan Berry,punting,3,132,44.0,1,2,49
NE,Jake Bailey,punting,6,252,42.0,1,1,71
NO,Blake Gillikin,punting,6,308,51.3,0,1,62
NYG,Riley Dixon,punting,6,248,41.3,1,2,46
NYJ,Braden Mann,punting,2,78,39.0,0,0,45
PHI,Arryn Siposs,punting,1,38,38.0,0,1,38
PIT,Pressley Harvin III,punting,5,217,43.4,0,1,64
SEA,Michael Dickson,punting,4,205,51.3,0,2,65
SF,Mitch Wishnowsky,punting,3,137,45.7,0,0,60
TB,Bradley Pinion,punting,3,133,44.3,0,2,60
WSH,Tress Way,punting,4,197,49.3,1,3,54
