team,player,category,FUM,LOST
CLE,Alex Wright,fumbles,0,0
CLE,Amari Cooper,fumbles,2,1
CLE,Anthony Walker Jr.,fumbles,0,0
CLE,David Njoku,fumbles,2,2
CLE,Dawand Jones,fumbles,0,0
CLE,Deshaun Watson,fumbles,5,2
CLE,Donovan Peoples-Jones,fumbles,1,0
CLE,Dorian Thompson-Robinson,fumbles,2,0
CLE,Elijah Moore,fumbles,2,2
CLE,Grant Delpit,fumbles,1,0
CLE,Harrison Bryant,fumbles,1,1
CLE,James Proche II,fumbles,1,1
CLE,Jedrick Wills Jr.,fumbles,0,0
CLE,Jerome Ford,fumbles,1,1
CLE,Joe Flacco,fumbles,4,1
CLE,Kareem Hunt,fumbles,0,0
CLE,Maurice Hurst II,fumbles,0,0
CLE,Mike Ford Jr.,fumbles,0,0
CLE,Mohamoud Diabate,fumbles,0,0
CLE,Myles Garrett,fumbles,0,0
CLE,Ogbo Okoronkwo,fumbles,0,0
CLE,PJ Walker,fumbles,4,2
CLE,Pierre Strong Jr.,fumbles,1,1
CLE,Tony Fields II,fumbles,0,0
CLE,Wyatt Teller,fumbles,0,0
