team,player,category,INT,YDS,TD
CLE,D'Anthony Bell,interceptions,2,8,0
CLE,Denzel Ward,interceptions,2,20,0
CLE,Duron Harmon,interceptions,1,0,0
CLE,Grant Delpit,interceptions,1,0,0
CLE,Greg Newsome II,interceptions,2,34,1
CLE,Jeremiah Owusu-Koramoah,interceptions,2,8,0
CLE,Martin Emerson Jr.,interceptions,4,25,0
CLE,Maurice Hurst II,interceptions,1,0,0
CLE,Mike Ford Jr.,interceptions,1,10,0
CLE,Ronnie Hickman,interceptions,1,30,1
CLE,Sione Takitaki,interceptions,1,0,0
