team,player,category,CAR,YDS,AVG,TD,LONG
CLE,Cedric Tillman,rushing,1,8,8.0,0,8
CLE,Deshaun Watson,rushing,26,142,5.72,1,16
CLE,Dorian Thompson-Robinson,rushing,14,65,3.38,0,12
CLE,Elijah Moore,rushing,9,11,0.37,0,19
CLE,Harrison Bryant,rushing,5,8,1.5,0,2
CLE,Jeff Driskel,rushing,7,33,4.7,0,13
CLE,Jerome Ford,rushing,204,813,3.86,4,69
CLE,Joe Flacco,rushing,9,2,0.18,0,3
CLE,Kareem Hunt,rushing,135,411,2.89,9,16
CLE,Marquise Goodwin,rushing,4,33,8.25,0,20
CLE,Nick Chubb,rushing,28,170,6.15,0,20
CLE,PJ Walker,rushing,13,30,1.2,0,9
CLE,Pierre Strong Jr.,rushing,63,291,4.1,1,40
