team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
CLE,Dustin Hopkins,kicking,87.6,58,123,33,36,24,26
CLE,Riley Patterson,kicking,50.0,33,9,1,1,6,7
