week,opponent,result
1,TB,LOSS
2,PHI,LOSS
3,LAC,LOSS
4,CAR,WIN
5,KC,LOSS
6,CHI,WIN
7,SF,WIN
8,GB,WIN
9,ATL,WIN
10,NO,WIN
11,DEN,LOSS
12,CHI,LOSS
13,BYE,BYE
14,LV,WIN
15,CIN,LOSS
16,DET,LOSS
17,GB,LOSS
18,DET,LOSS
