team,player,category,FUM,LOST
BUF,A.J. Klein,fumbles,0,0
BUF,Andre Smith,fumbles,0,0
BUF,Cole Beasley,fumbles,1,0
BUF,Daryl Williams,fumbles,0,0
BUF,Devin Singletary,fumbles,5,0
BUF,Emmanuel Sanders,fumbles,0,0
BUF,Harrison Phillips,fumbles,0,0
BUF,Isaiah McKenzie,fumbles,2,1
BUF,Jake Kumerow,fumbles,0,0
BUF,Josh Allen,fumbles,8,3
BUF,Levi Wallace,fumbles,0,0
BUF,Marquez Stevenson,fumbles,2,0
BUF,Matt Breida,fumbles,1,1
BUF,Matt Haack,fumbles,1,0
BUF,Matt Milano,fumbles,0,0
BUF,Micah Hyde,fumbles,0,0
BUF,Siran Neal,fumbles,0,0
BUF,Spencer Brown,fumbles,0,0
BUF,Stefon Diggs,fumbles,1,0
BUF,Taiwan Jones,fumbles,0,0
BUF,Tommy Sweeney,fumbles,1,0
BUF,Tre'Davious White,fumbles,0,0
BUF,Zack Moss,fumbles,2,1
