week,opponent,result
1,ARI,LOSS
2,SEA,WIN
3,IND,WIN
4,NYJ,LOSS
5,JAX,WIN
6,BUF,WIN
7,KC,WIN
8,IND,WIN
9,LAR,WIN
10,NO,WIN
11,HOU,LOSS
12,NE,LOSS
13,BYE,BYE
14,JAX,WIN
15,PIT,LOSS
16,SF,WIN
17,MIA,WIN
18,HOU,WIN
