week,opponent,result
1,GB,WIN
2,CAR,LOSS
3,NE,WIN
4,NYG,LOSS
5,WSH,WIN
6,BYE,BYE
7,SEA,WIN
8,TB,WIN
9,ATL,LOSS
10,TEN,LOSS
11,PHI,LOSS
12,BUF,LOSS
13,DAL,LOSS
14,NYJ,WIN
15,TB,WIN
16,MIA,LOSS
17,CAR,WIN
18,ATL,WIN
