team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
WSH,Jayden Daniels,passing,1262,6.8,8,3,0.0,46.1,86.11,114,188
WSH,Josh Johnson,passing,372,6.47,1,2,0.0,38.1,65.7,34,54
WSH,Marcus Mariota,passing,1695,7.72,10,7,0.0,43.08,81.19,139,227
WSH,Treylon Burks,passing,0,0.0,0,0,0.0,0.7,0.0,0,0
