team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
WSH,Jake Moody,kicking,90.0,56,40,10,11,10,11
WSH,Matt Gay,kicking,50.0,56,61,13,19,22,22
WSH,Matthew Wright,kicking,0.0,0,1,0,0,1,1
