team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Joshua Dobbs,passing,166,5.2,2,2,3,15,32
ATL,Drake London,passing,22,22.0,0,0,0,1,1
ATL,Desmond Ridder,passing,329,8.9,1,0,0,28,37
BAL,Lamar Jackson,passing,236,6.2,0,1,4,22,38
BUF,Josh Allen,passing,359,9.0,2,1,0,27,40
CAR,Bryce Young,passing,247,6.0,3,2,1,25,41
CHI,Justin Fields,passing,282,9.7,4,0,3,15,29
CIN,Joe Burrow,passing,317,6.9,3,1,3,36,46
DAL,Dak Prescott,passing,153,6.4,1,3,3,14,24
DAL,Cooper Rush,passing,8,4.0,0,0,1,2,2
DEN,Russell Wilson,passing,196,6.3,2,0,4,20,31
DET,Jared Goff,passing,236,8.4,3,0,2,20,28
GB,Jordan Love,passing,182,6.1,0,3,2,16,30
HOU,C.J. Stroud,passing,249,7.1,1,0,0,20,35
IND,Gardner Minshew II,passing,155,11.1,0,0,0,11,14
IND,Anthony Richardson Sr.,passing,98,8.2,0,0,1,9,12
JAX,Trevor Lawrence,passing,315,8.5,1,0,5,25,37
KC,Patrick Mahomes,passing,281,6.9,2,0,2,31,41
LAR,Matthew Stafford,passing,222,6.0,2,0,4,21,37
LV,Josh Jacobs,passing,0,0.0,0,0,1,0,0
LV,Jimmy Garoppolo,passing,208,6.7,1,1,3,22,31
MIA,Tua Tagovailoa,passing,308,10.3,2,2,1,22,30
MIN,Kirk Cousins,passing,284,6.0,2,0,3,29,47
NE,Bailey Zappe,passing,22,2.4,0,0,0,3,9
NE,Mac Jones,passing,110,5.0,0,2,2,12,22
NO,Derek Carr,passing,183,7.0,2,0,2,18,26
NYG,Tyrod Taylor,passing,86,7.2,0,0,1,9,12
NYG,Daniel Jones,passing,119,6.0,0,0,6,14,20
NYJ,Zach Wilson,passing,199,7.7,0,1,4,19,26
PHI,Jalen Hurts,passing,303,8.0,1,1,1,25,38
PIT,Kenny Pickett,passing,224,7.0,1,0,3,18,32
SF,Brock Purdy,passing,252,10.5,4,0,1,17,24
SF,Sam Darnold,passing,1,1.0,0,0,0,1,1
TEN,Derrick Henry,passing,0,0.0,0,0,0,0,1
TEN,Ryan Tannehill,passing,264,7.8,0,1,1,23,34
WSH,Sam Howell,passing,388,7.6,2,1,5,37,51
