team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,0.0,0,2,0,0,2,3
ATL,Younghoe Koo,kicking,100.0,37,7,2,2,1,1
BAL,Justin Tucker,kicking,100.0,23,4,1,1,1,1
BUF,Tyler Bass,kicking,0.0,0,2,0,0,2,2
CAR,Eddy Pineiro,kicking,100.0,33,6,1,1,3,3
CHI,Cairo Santos,kicking,100.0,43,16,4,4,4,4
CIN,Evan McPherson,kicking,100.0,40,10,2,2,4,4
DAL,Brandon Aubrey,kicking,100.0,50,4,1,1,1,1
DEN,Wil Lutz,kicking,100.0,23,7,2,2,1,1
DET,Riley Patterson,kicking,0.0,0,6,0,0,6,6
GB,Anders Carlson,kicking,100.0,37,7,2,2,1,1
HOU,Ka'imi Fairbairn,kicking,100.0,43,13,4,4,1,1
IND,Matt Gay,kicking,100.0,43,11,3,3,2,2
JAX,Brandon McManus,kicking,100.0,44,5,1,1,2,2
KC,Harrison Butker,kicking,100.0,40,9,2,2,3,3
LAR,Brett Maher,kicking,0.0,0,2,0,0,2,2
LV,Daniel Carlson,kicking,33.0,26,5,1,3,2,2
MIA,Jason Sanders,kicking,100.0,40,7,1,1,4,4
MIN,Greg Joseph,kicking,100.0,40,8,2,2,2,2
NE,Chad Ryland,kicking,0.0,0,0,0,1,0,0
NO,Blake Grupe,kicking,100.0,54,10,2,2,4,4
NYG,Graham Gano,kicking,75.0,51,10,3,4,1,1
NYJ,Greg Zuerlein,kicking,100.0,49,17,5,5,2,2
PHI,Jake Elliott,kicking,100.0,34,11,3,3,2,2
PIT,Chris Boswell,kicking,100.0,43,9,3,3,0,0
SF,Jake Moody,kicking,0.0,0,6,0,0,6,6
TEN,Nick Folk,kicking,100.0,53,10,3,3,1,1
WSH,Joey Slye,kicking,67.0,51,6,2,3,0,0
