team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,145,6.3,1,0,2,13,23
ATL,Desmond Ridder,passing,121,4.5,1,0,3,12,27
CAR,Bryce Young,passing,178,5.7,0,1,4,15,31
CIN,Ja'Marr Chase,passing,-7,-7.0,0,0,0,1,1
CIN,Tyler Boyd,passing,0,0.0,0,1,0,0,1
CIN,Jake Browning,passing,354,9.6,1,0,2,32,37
CLE,Joe Flacco,passing,254,5.8,2,1,2,23,44
DAL,Dak Prescott,passing,299,7.3,3,0,4,29,41
DEN,Russell Wilson,passing,186,7.2,1,3,3,15,26
DET,Jared Goff,passing,213,8.5,2,0,1,16,25
GB,Jordan Love,passing,267,7.4,3,0,2,25,36
HOU,C.J. Stroud,passing,274,10.1,1,0,5,16,27
HOU,Davis Mills,passing,18,18.0,0,0,0,1,1
IND,Gardner Minshew II,passing,312,7.4,2,0,3,26,42
JAX,C.J. Beathard,passing,63,6.3,0,0,2,9,10
JAX,Trevor Lawrence,passing,258,8.9,2,0,2,22,29
KC,Patrick Mahomes,passing,210,6.4,1,1,3,21,33
LAC,Justin Herbert,passing,212,5.7,0,0,0,22,37
LAR,Matthew Stafford,passing,279,7.5,3,0,0,22,37
MIA,Mike White,passing,3,3.0,0,0,0,1,1
MIA,Tua Tagovailoa,passing,280,11.7,2,0,0,18,24
NE,Bailey Zappe,passing,141,5.6,0,0,5,13,25
NO,Derek Carr,passing,226,10.3,1,1,2,17,22
NO,Jameis Winston,passing,41,8.2,0,0,0,2,5
NO,Taysom Hill,passing,0,0.0,0,0,0,0,2
NYJ,Trevor Siemian,passing,66,5.1,0,0,3,5,13
NYJ,Tim Boyle,passing,148,5.9,0,1,1,14,25
PHI,Marcus Mariota,passing,16,5.3,0,0,0,2,3
PHI,Jalen Hurts,passing,298,6.6,1,0,3,26,45
PIT,Mitchell Trubisky,passing,117,6.9,1,0,0,11,17
PIT,Kenny Pickett,passing,70,7.0,0,0,0,7,10
SEA,DeeJay Dallas,passing,0,0.0,0,0,1,0,0
SEA,Geno Smith,passing,334,8.1,3,1,0,23,41
SF,Brock Purdy,passing,314,11.6,4,0,2,19,27
TB,Baker Mayfield,passing,202,7.0,1,1,1,14,29
TEN,Will Levis,passing,224,6.8,1,0,6,16,33
WSH,Sam Howell,passing,127,5.5,0,1,3,12,23
