team,player,category,FUM,LOST
ARI,Rondale Moore,fumbles,0,0
ARI,James Conner,fumbles,0,0
ARI,Dante Stills,fumbles,0,0
ARI,Kyler Murray,fumbles,2,0
ATL,Andre Smith,fumbles,0,0
ATL,Cordarrelle Patterson,fumbles,1,0
ATL,Desmond Ridder,fumbles,1,0
ATL,Dee Alford,fumbles,1,0
CAR,Miles Sanders,fumbles,0,0
CAR,Bryce Young,fumbles,1,0
CAR,Jonathan Mingo,fumbles,1,0
DET,Kalif Raymond,fumbles,1,0
DET,Josh Paschal,fumbles,0,0
HOU,Dare Ogunbowale,fumbles,0,0
HOU,C.J. Stroud,fumbles,1,0
IND,Segun Olubi,fumbles,0,0
IND,Julian Blackmon,fumbles,1,1
IND,Gardner Minshew II,fumbles,2,1
JAX,C.J. Beathard,fumbles,1,0
JAX,Parker Washington,fumbles,1,0
JAX,Trevor Lawrence,fumbles,1,0
LAC,Tuli Tuipulotu,fumbles,0,0
NE,Rhamondre Stevenson,fumbles,1,1
NE,JuJu Smith-Schuster,fumbles,0,0
NE,Ezekiel Elliott,fumbles,1,0
NO,Derek Carr,fumbles,1,1
NYJ,Laken Tomlinson,fumbles,0,0
NYJ,Trevor Siemian,fumbles,3,1
NYJ,Carter Warren,fumbles,0,0
NYJ,Dalvin Cook,fumbles,1,1
PHI,Jalen Hurts,fumbles,1,0
PIT,Kenny Pickett,fumbles,1,0
PIT,Mitchell Trubisky,fumbles,1,1
SF,Ronnie Bell,fumbles,1,0
TEN,Chig Okonkwo,fumbles,0,0
TEN,Elijah Molden,fumbles,0,0
TEN,Ryan Stonehouse,fumbles,1,1
TEN,Will Levis,fumbles,3,1
WSH,Antonio Gibson,fumbles,1,0
