team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NO,A.T. Perry,receiving,12,246,21.84,4,44,18
NO,Adam Prentice,receiving,2,12,6.0,0,7,3
NO,Alvin Kamara,receiving,75,466,6.3,1,25,86
NO,Chris Olave,receiving,87,1123,12.12,5,51,138
NO,Foster Moreau,receiving,21,193,9.96,1,23,25
NO,Jamaal Williams,receiving,18,62,3.5,0,12,20
NO,Jimmy Graham,receiving,6,39,5.3,4,12,7
NO,Jordan Mims,receiving,0,0,0.0,0,0,2
NO,Juwan Johnson,receiving,37,368,8.4,4,32,59
NO,Keith Kirkwood,receiving,5,37,3.86,1,13,9
NO,Kendre Miller,receiving,10,117,11.04,0,33,11
NO,Lynn Bowden Jr.,receiving,11,83,5.54,0,17,16
NO,Michael Thomas,receiving,39,448,10.7,1,31,64
NO,Rashid Shaheed,receiving,46,719,15.36,5,58,75
NO,Taysom Hill,receiving,33,291,8.15,2,36,40
NO,Tony Jones Jr.,receiving,4,21,2.65,0,10,6
