team,player,category,FUM,LOST
CHI,Braxton Jones,fumbles,0,0
CHI,Cole Kmet,fumbles,1,0
CHI,D'Onta Foreman,fumbles,1,0
CHI,DJ Moore,fumbles,1,1
CHI,DeMarquis Gates,fumbles,0,0
CHI,Jaquan Brisker,fumbles,0,0
CHI,Jaylon Johnson,fumbles,1,0
CHI,Justin Fields,fumbles,10,4
CHI,Khalil Herbert,fumbles,1,1
CHI,Lucas Patrick,fumbles,1,0
CHI,Nathan Peterman,fumbles,1,0
CHI,Robert Tonyan,fumbles,0,0
CHI,Roschon Johnson,fumbles,1,0
CHI,T.J. Edwards,fumbles,0,0
CHI,Terell Smith,fumbles,0,0
CHI,Teven Jenkins,fumbles,0,0
CHI,Tremaine Edmunds,fumbles,0,0
CHI,Trent Taylor,fumbles,2,1
CHI,Tyler Scott,fumbles,1,1
CHI,Tyson Bagent,fumbles,3,2
