team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CHI,Chase Claypool,receiving,4,51,9.0,1,20,14
CHI,Cole Kmet,receiving,73,719,10.1,6,53,90
CHI,Collin Johnson,receiving,1,11,11.0,0,11,1
CHI,D'Onta Foreman,receiving,11,77,5.88,1,17,16
CHI,DJ Moore,receiving,96,1364,13.76,8,58,136
CHI,Darnell Mooney,receiving,31,414,12.93,1,41,61
CHI,Darrynton Evans,receiving,7,49,4.96,0,17,12
CHI,Equanimeous St. Brown,receiving,5,62,10.5,0,21,6
CHI,Khalil Herbert,receiving,20,134,6.74,1,23,31
CHI,Khari Blasingame,receiving,3,2,0.33,0,4,6
CHI,Marcedes Lewis,receiving,4,29,5.8,1,16,5
CHI,Robert Tonyan,receiving,11,112,6.48,0,24,17
CHI,Roschon Johnson,receiving,34,209,6.01,0,24,40
CHI,Travis Homer,receiving,0,0,0.0,0,0,1
CHI,Trent Taylor,receiving,0,0,0.0,0,0,2
CHI,Tyler Scott,receiving,17,168,8.78,0,30,32
CHI,Velus Jones Jr.,receiving,4,20,3.33,0,11,7
