week,opponent,result
1,LAR,LOSS
2,DET,WIN
3,CAR,WIN
4,NYG,WIN
5,BYE,BYE
6,CIN,LOSS
7,ARI,WIN
8,CLE,WIN
9,BAL,LOSS
10,WSH,WIN
11,LAR,LOSS
12,SF,LOSS
13,DAL,LOSS
14,SF,LOSS
15,PHI,WIN
16,TEN,WIN
17,PIT,LOSS
18,ARI,WIN
