team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Matt Haack,punting,6,326,54.3,0,3,63
ATL,Bradley Pinion,punting,5,246,49.2,0,3,61
BAL,Jordan Stout,punting,1,42,42.0,0,1,42
BUF,Mitch Wishnowsky,punting,6,262,43.7,1,3,49
CAR,Sam Martin,punting,3,141,47.0,0,2,58
CHI,Tory Taylor,punting,3,176,58.7,1,1,64
CIN,Ryan Rehkow,punting,2,85,42.5,0,1,43
CLE,Corey Bojorquez,punting,4,228,57.0,0,0,64
DAL,Bryan Anger,punting,1,53,53.0,0,0,53
DEN,Jeremy Crawshaw,punting,2,103,51.5,0,1,58
DET,Jack Fox,punting,3,159,53.0,1,2,70
HOU,Tommy Townsend,punting,5,252,50.4,0,4,56
IND,Rigoberto Sanchez,punting,4,192,48.0,0,2,54
JAX,Logan Cooke,punting,2,127,63.5,1,1,66
KC,Matt Araiza,punting,3,171,57.0,2,1,62
LAC,JK Scott,punting,7,273,39.0,0,1,49
LAR,Ethan Evans,punting,2,90,45.0,0,1,50
LV,AJ Cole,punting,3,171,57.0,0,1,63
MIA,Jake Bailey,punting,5,236,47.2,0,1,58
MIN,Ryan Wright,punting,7,358,51.1,2,2,63
NE,Bryce Baringer,punting,2,93,46.5,0,0,48
NO,Kai Kroeger,punting,3,96,32.0,0,0,41
NYG,Jamie Gillan,punting,2,88,44.0,0,1,44
NYJ,Austin McNamara,punting,2,98,49.0,0,2,50
PHI,Braden Mann,punting,7,388,55.4,1,2,65
PIT,Corliss Waitman,punting,5,203,40.6,0,5,52
SEA,Michael Dickson,punting,2,88,44.0,0,0,53
SF,Thomas Morstead,punting,2,81,40.5,0,2,49
TB,Riley Dixon,punting,3,126,42.0,0,2,58
TEN,Johnny Hekker,punting,3,151,50.3,1,0,61
WSH,Tress Way,punting,3,130,43.3,0,3,53
