team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,0.0,0,2,0,0,2,2
ATL,Zane Gonzalez,kicking,66.7,56,10,2,3,3,3
BAL,Tyler Loop,kicking,100.0,34,11,2,2,5,5
BUF,Michael Badgley,kicking,0.0,0,0,0,0,0,1
CAR,Ryan Fitzgerald,kicking,100.0,35,4,1,1,1,1
CHI,Cairo Santos,kicking,100.0,29,8,1,1,5,5
CIN,Evan McPherson,kicking,100.0,57,7,1,1,4,5
CLE,Andre Szmyt,kicking,100.0,50,7,2,2,1,1
DAL,Brandon Aubrey,kicking,75.0,52,12,3,4,3,3
DEN,Wil Lutz,kicking,100.0,30,8,2,2,2,2
DET,Jake Bates,kicking,100.0,48,4,1,1,1,1
GB,Brandon McManus,kicking,100.0,24,6,1,1,3,3
HOU,Ka'imi Fairbairn,kicking,100.0,44,8,2,2,2,2
IND,Blake Grupe,kicking,100.0,33,5,1,1,2,2
JAX,Cam Little,kicking,100.0,53,11,3,3,2,2
KC,Harrison Butker,kicking,100.0,53,7,2,2,1,1
LAC,Cameron Dicker,kicking,50.0,27,4,1,2,1,2
LAR,Harrison Mevis,kicking,100.0,35,5,1,1,3,3
LV,Daniel Carlson,kicking,100.0,42,4,1,1,1,1
MIA,Riley Patterson,kicking,100.0,31,8,2,2,2,2
MIN,Will Reichard,kicking,100.0,56,11,3,3,2,2
NE,Andy Borregales,kicking,0.0,0,6,0,1,6,6
NO,Charlie Smyth,kicking,66.7,57,10,2,3,4,4
NYG,Ben Sauls,kicking,100.0,32,10,2,2,4,4
NYJ,Nick Folk,kicking,100.0,39,4,1,1,1,1
PHI,Jake Elliott,kicking,100.0,47,7,2,2,1,1
PIT,Chris Boswell,kicking,66.7,44,6,2,3,0,0
SEA,Jason Myers,kicking,100.0,48,9,2,2,3,3
SF,Eddy Pineiro,kicking,0.0,0,6,0,0,6,6
TB,Chase McLaughlin,kicking,50.0,33,5,1,2,2,2
TEN,Joey Slye,kicking,100.0,58,14,4,4,2,2
WSH,Jake Moody,kicking,100.0,51,11,3,3,2,2
