team,player,category,INT,YDS,TD
ATL,Jessie Bates III,interceptions,1,34,1
ATL,Xavier Watts,interceptions,2,32,0
BAL,Marlon Humphrey,interceptions,1,6,0
CAR,Mike Jackson,interceptions,1,0,0
CHI,T.J. Edwards,interceptions,1,34,1
HOU,Azeez Al-Shaair,interceptions,1,0,0
IND,Germaine Pratt,interceptions,1,0,0
JAX,Jarrian Jones,interceptions,1,13,0
JAX,Antonio Johnson,interceptions,1,0,0
KC,Nick Bolton,interceptions,1,0,0
LAC,Elijah Molden,interceptions,1,0,0
LAC,Derwin James Jr.,interceptions,1,7,0
MIA,Jason Marshall Jr.,interceptions,1,24,0
MIA,Ashtyn Davis,interceptions,1,21,0
MIN,Byron Murphy Jr.,interceptions,1,0,0
MIN,Harrison Smith,interceptions,1,1,0
NE,Jaylinn Hawkins,interceptions,1,0,0
NYG,Bobby Okereke,interceptions,1,47,0
NYG,Dane Belton,interceptions,1,8,0
PIT,Jack Sawyer,interceptions,1,27,0
PIT,Kyle Dugger,interceptions,1,0,0
SEA,Julian Love,interceptions,1,26,0
