team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,100.0,28,3,1,1,0,1
ATL,Riley Patterson,kicking,50.0,39,6,1,2,3,3
BAL,Justin Tucker,kicking,100.0,52,7,1,1,4,4
BUF,Tyler Bass,kicking,100.0,39,8,1,1,5,5
CAR,Eddy Pineiro,kicking,0.0,0,2,0,1,2,2
CHI,Cairo Santos,kicking,100.0,42,3,1,1,0,0
CIN,Cade York,kicking,50.0,22,6,1,2,3,3
CLE,Dustin Hopkins,kicking,100.0,25,3,1,1,0,0
DAL,Brandon Aubrey,kicking,0.0,0,1,0,1,1,1
DEN,Wil Lutz,kicking,100.0,30,6,1,1,3,3
DET,Jake Bates,kicking,100.0,57,8,2,2,2,4
GB,Brandon McManus,kicking,100.0,22,5,1,1,2,2
IND,Matt Gay,kicking,66.7,32,10,2,3,3,3
JAX,Cam Little,kicking,100.0,48,8,2,2,2,2
KC,Harrison Butker,kicking,100.0,32,5,1,1,2,3
LAC,Cameron Dicker,kicking,100.0,41,16,4,4,4,4
LAR,Joshua Karty,kicking,100.0,53,7,2,2,1,1
LV,Daniel Carlson,kicking,100.0,54,13,4,4,1,2
MIA,Jason Sanders,kicking,100.0,54,8,2,2,2,2
MIN,Will Reichard,kicking,50.0,50,9,2,4,3,3
NE,Joey Slye,kicking,0.0,0,1,0,0,1,1
NO,Blake Grupe,kicking,100.0,34,4,1,1,1,1
NYG,Graham Gano,kicking,100.0,30,8,1,1,6,6
PHI,Jake Elliott,kicking,100.0,31,11,2,2,5,5
PIT,Chris Boswell,kicking,100.0,36,4,1,1,1,1
SEA,Jason Myers,kicking,100.0,50,6,2,2,0,0
SF,Jake Moody,kicking,0.0,0,4,0,2,4,5
TB,Chase McLaughlin,kicking,100.0,34,12,2,2,6,6
TEN,Matthew Wright,kicking,100.0,39,7,2,2,1,1
WSH,Zane Gonzalez,kicking,100.0,31,6,1,1,3,3
