team,player,category,CAR,YDS,AVG,TD,LONG
ARI,James Conner,rushing,4,4,1.0,0,2
ARI,Michael Carter,rushing,13,70,5.4,0,13
ARI,Kyler Murray,rushing,4,32,8.0,0,12
ARI,Michael Wilson,rushing,1,7,7.0,0,7
ATL,Bijan Robinson,rushing,17,90,5.3,2,13
ATL,Michael Penix Jr.,rushing,2,3,1.5,0,3
ATL,Ray-Ray McCloud III,rushing,1,14,14.0,0,14
ATL,Tyler Allgeier,rushing,3,19,6.3,0,8
BAL,Derrick Henry,rushing,27,147,5.4,1,20
BAL,Lamar Jackson,rushing,4,87,21.8,1,48
BAL,Keaton Mitchell,rushing,11,20,1.8,0,7
BAL,Rasheen Ali,rushing,1,-3,-3.0,0,-3
BUF,Reggie Gilliam,rushing,2,3,1.5,0,4
BUF,Ty Johnson,rushing,4,16,4.0,0,8
BUF,Ray Davis,rushing,6,9,1.5,0,4
BUF,James Cook III,rushing,15,53,3.5,1,8
BUF,Josh Allen,rushing,5,17,3.4,1,10
BUF,Mitchell Trubisky,rushing,2,-1,-0.5,0,0
CAR,Bryce Young,rushing,2,8,4.0,0,7
CAR,Mike Boone,rushing,2,11,5.5,0,8
CAR,Raheem Blackshear,rushing,8,20,2.5,0,8
CAR,Velus Jones Jr.,rushing,1,0,0.0,0,0
CHI,D'Andre Swift,rushing,12,53,4.4,0,12
CHI,Caleb Williams,rushing,5,37,7.4,0,16
CHI,DJ Moore,rushing,2,8,4.0,0,11
CHI,Roschon Johnson,rushing,4,5,1.3,0,3
CIN,Khalil Herbert,rushing,4,23,5.8,0,13
CIN,Joe Burrow,rushing,4,25,6.3,1,19
CIN,Chase Brown,rushing,20,67,3.4,0,9
CLE,Pierre Strong Jr.,rushing,5,33,6.6,0,19
CLE,D'Onta Foreman,rushing,13,49,3.8,0,7
CLE,Jerome Ford,rushing,6,22,3.7,0,19
CLE,Dorian Thompson-Robinson,rushing,4,10,2.5,0,9
DAL,KaVontae Turpin,rushing,2,18,9.0,0,12
DAL,Cooper Rush,rushing,1,2,2.0,0,2
DAL,Rico Dowdle,rushing,23,104,4.5,0,17
DAL,Trey Lance,rushing,1,1,1.0,0,1
DAL,Ezekiel Elliott,rushing,3,2,0.7,0,5
DEN,Audric Estime,rushing,9,24,2.7,0,6
DEN,Bo Nix,rushing,7,31,4.4,0,8
DEN,Jaleel McLaughlin,rushing,10,69,6.9,0,13
