team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,321,6.7,1,2,4,33,48
ATL,Michael Penix Jr.,passing,223,6.4,1,1,2,19,35
BAL,Lamar Jackson,passing,168,11.2,2,0,1,10,15
BAL,Josh Johnson,passing,16,8.0,0,0,0,1,2
BUF,Mitchell Trubisky,passing,69,69.0,1,0,0,1,1
BUF,Josh Allen,passing,182,6.7,2,0,0,16,27
CAR,Bryce Young,passing,203,7.3,2,0,5,15,28
CHI,Caleb Williams,passing,122,4.4,0,1,7,16,28
CIN,Joe Burrow,passing,412,8.4,3,0,7,39,49
CLE,Dorian Thompson-Robinson,passing,170,3.6,0,1,1,24,47
DAL,Cooper Rush,passing,147,5.3,1,2,1,15,28
DAL,Trey Lance,passing,1,1.0,0,0,0,1,1
DEN,Bo Nix,passing,219,7.1,3,1,2,24,31
DET,Jared Goff,passing,303,8.9,3,0,2,26,34
GB,Jordan Love,passing,185,6.2,1,0,3,19,30
HOU,C.J. Stroud,passing,185,6.0,0,1,5,17,31
HOU,Davis Mills,passing,5,5.0,0,0,0,1,1
IND,Joe Flacco,passing,330,8.7,2,2,2,26,38
JAX,Mac Jones,passing,174,7.9,2,0,2,15,22
KC,Patrick Mahomes,passing,320,8.4,3,0,0,29,38
LAC,Justin Herbert,passing,281,7.4,3,0,0,26,38
LAC,Taylor Heinicke,passing,0,0.0,0,0,0,0,2
LAR,Matthew Stafford,passing,189,5.9,0,0,0,17,32
LV,Aidan O'Connell,passing,242,6.9,2,0,1,20,35
MIA,Tyler Huntley,passing,225,8.7,1,0,4,22,26
MIN,Sam Darnold,passing,377,8.8,3,1,1,33,43
NE,Jacoby Brissett,passing,-2,-1.0,0,0,0,1,2
NE,Drake Maye,passing,117,5.3,1,0,4,12,22
NO,Spencer Rattler,passing,218,6.1,1,2,3,20,36
NO,Cedrick Wilson Jr.,passing,0,0.0,0,0,1,0,0
NYG,Drew Lock,passing,309,13.4,4,0,0,17,23
NYJ,Tyrod Taylor,passing,83,5.9,2,0,0,11,14
NYJ,Aaron Rodgers,passing,112,6.2,0,2,4,12,18
PHI,Kenny Pickett,passing,143,9.5,1,0,0,10,15
PHI,Tanner McKee,passing,54,13.5,2,0,0,3,4
PIT,Russell Wilson,passing,205,5.5,0,1,5,23,37
SEA,Geno Smith,passing,160,7.0,0,0,3,17,23
SF,Joshua Dobbs,passing,35,8.8,0,0,0,3,4
SF,Brock Purdy,passing,377,10.8,3,2,2,27,35
SF,Ricky Pearsall,passing,0,0.0,0,0,0,0,1
TB,Baker Mayfield,passing,359,11.2,5,0,2,27,32
TEN,Mason Rudolph,passing,193,6.2,1,1,3,19,31
WSH,Jayden Daniels,passing,227,6.3,3,1,5,24,36
