team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ARI,Michael Carter,receiving,2,11,5.5,0,6,2
ARI,Trey McBride,receiving,12,123,10.3,1,34,16
ARI,Marvin Harrison Jr.,receiving,6,96,16.0,0,24,10
ARI,Michael Wilson,receiving,4,22,5.5,0,9,6
ARI,Zay Jones,receiving,1,19,19.0,0,19,1
ARI,Greg Dortch,receiving,3,18,6.0,0,10,3
ARI,DeeJay Dallas,receiving,1,5,5.0,0,5,1
ARI,James Conner,receiving,2,4,2.0,0,2,3
ARI,Elijah Higgins,receiving,2,23,11.5,0,15,3
ATL,Ray-Ray McCloud III,receiving,1,13,13.0,0,13,1
ATL,KhaDarel Hodge,receiving,1,9,9.0,0,9,4
ATL,Drake London,receiving,7,106,15.1,0,31,13
ATL,Kyle Pitts Sr.,receiving,4,44,11.0,1,23,5
ATL,Darnell Mooney,receiving,2,37,18.5,0,25,5
ATL,Chris Blair,receiving,0,0,0.0,0,0,1
ATL,Charlie Woerner,receiving,1,6,6.0,0,6,1
ATL,Bijan Robinson,receiving,3,8,2.7,0,6,5
BAL,Devontez Walker,receiving,0,0,0.0,0,0,2
BAL,Tylan Wallace,receiving,1,2,2.0,0,2,1
BAL,Isaiah Likely,receiving,1,9,9.0,1,9,1
BAL,Rashod Bateman,receiving,1,12,12.0,0,12,1
BAL,Keaton Mitchell,receiving,1,28,28.0,0,28,1
BAL,Derrick Henry,receiving,2,18,9.0,0,14,2
BAL,Zay Flowers,receiving,2,31,15.5,0,27,5
BAL,Mark Andrews,receiving,2,68,34.0,1,67,2
BAL,Anthony Miller,receiving,1,16,16.0,0,16,1
BUF,Ray Davis,receiving,1,4,4.0,0,4,1
BUF,Mack Hollins,receiving,2,33,16.5,0,23,2
BUF,Quintin Morris,receiving,0,0,0.0,0,0,1
BUF,Dawson Knox,receiving,1,4,4.0,0,4,3
BUF,Amari Cooper,receiving,3,56,18.7,1,30,3
BUF,Dalton Kincaid,receiving,2,24,12.0,0,13,2
BUF,Khalil Shakir,receiving,3,25,8.3,0,12,6
BUF,Keon Coleman,receiving,3,27,9.0,1,14,7
BUF,Tyrell Shavers,receiving,1,69,69.0,1,69,1
BUF,Ty Johnson,receiving,1,9,9.0,0,9,1
CAR,David Moore,receiving,1,17,17.0,0,17,1
CAR,Mike Boone,receiving,0,0,0.0,0,0,2
CAR,Adam Thielen,receiving,5,110,22.0,2,40,6
CAR,Jalen Coker,receiving,2,35,17.5,0,20,2
CAR,Ja'Tavion Sanders,receiving,1,5,5.0,0,5,1
CAR,Xavier Legette,receiving,5,28,5.6,0,10,9
CAR,Dan Chisena,receiving,1,8,8.0,0,8,1
CHI,Gerald Everett,receiving,0,0,0.0,0,0,1
CHI,Rome Odunze,receiving,1,15,15.0,0,15,4
CHI,Keenan Allen,receiving,5,25,5.0,0,16,8
CHI,D'Andre Swift,receiving,4,28,7.0,0,24,5
CHI,DJ Moore,receiving,6,54,9.0,0,18,8
CIN,Drew Sample,receiving,1,3,3.0,0,3,1
CIN,Cam Grandy,receiving,1,7,7.0,0,7,1
CIN,Chase Brown,receiving,4,24,6.0,0,11,4
CIN,Andrei Iosivas,receiving,3,59,19.7,0,26,4
CIN,Mike Gesicki,receiving,10,86,8.6,0,12,12
CIN,Ja'Marr Chase,receiving,9,102,11.3,0,38,15
CIN,Tee Higgins,receiving,11,131,11.9,3,31,12
CLE,Jerry Jeudy,receiving,12,94,7.8,0,17,18
CLE,Jordan Akins,receiving,6,49,8.2,0,15,8
CLE,Pierre Strong Jr.,receiving,3,15,5.0,0,8,5
CLE,Jamari Thrash,receiving,0,0,0.0,0,0,1
CLE,D'Onta Foreman,receiving,0,0,0.0,0,0,2
CLE,Elijah Moore,receiving,1,1,1.0,0,1,5
CLE,Michael Woods II,receiving,1,3,3.0,0,3,3
CLE,Blake Whiteheart,receiving,1,8,8.0,0,8,1
DAL,Brandin Cooks,receiving,4,52,13.0,0,22,8
DAL,Rico Dowdle,receiving,1,4,4.0,0,4,1
DAL,Hunter Luepke,receiving,1,1,1.0,0,1,1
DAL,Ryan Flournoy,receiving,1,3,3.0,0,3,2
DAL,Jalen Brooks,receiving,1,12,12.0,0,12,1
