week,opponent,result
1,NE,LOSS
2,KC,LOSS
3,WSH,LOSS
4,CAR,WIN
5,BAL,LOSS
6,NYG,WIN
7,CLE,WIN
8,PHI,LOSS
9,LV,WIN
10,BAL,LOSS
11,LAC,LOSS
13,PIT,LOSS
14,DAL,WIN
15,TEN,WIN
16,CLE,WIN
17,DEN,WIN
18,PIT,WIN
