team,player,category,INT,YDS,TD
BUF,Matt Milano,interceptions,1,41,0
BUF,Tremaine Edmunds,interceptions,1,4,0
BUF,Tre'Davious White,interceptions,1,0,0
CHI,Greg Stroman Jr.,interceptions,1,10,0
CIN,Mike Hilton,interceptions,1,5,0
CIN,Jessie Bates III,interceptions,1,4,0
DAL,Malik Hooker,interceptions,1,0,0
DET,Kerby Joseph,interceptions,1,23,0
HOU,Christian Kirksey,interceptions,1,18,0
HOU,Jonathan Greenard,interceptions,1,39,1
IND,Rodney Thomas II,interceptions,1,11,0
IND,Rodney McLeod Jr.,interceptions,1,27,1
JAX,Tyson Campbell,interceptions,1,29,0
KC,Juan Thornhill,interceptions,1,0,0
LAC,Sebastian Joseph-Day,interceptions,1,4,0
LAR,Jalen Ramsey,interceptions,2,28,0
MIN,Patrick Peterson,interceptions,1,28,0
MIN,Duke Shelley,interceptions,1,0,0
NE,Devin McCourty,interceptions,1,30,0
NO,Tyrann Mathieu,interceptions,1,41,0
NO,Daniel Sorensen,interceptions,1,14,0
NYG,Dane Belton,interceptions,1,0,0
PIT,Damontae Kazee,interceptions,1,12,0
PIT,Levi Wallace,interceptions,1,3,0
SEA,Quandre Diggs,interceptions,1,4,0
SF,Tashaun Gipson Sr.,interceptions,2,35,0
SF,George Odum,interceptions,1,25,0
WSH,Kendall Fuller,interceptions,1,29,1
