team,player,category,REC,YDS,AVG,TD,LONG,TGTS
DAL,Brandin Cooks,receiving,54,657,11.07,8,37,81
DAL,CeeDee Lamb,receiving,135,1749,13.02,12,92,181
DAL,Deuce Vaughn,receiving,7,40,5.86,0,11,7
DAL,Hunter Luepke,receiving,3,18,4.5,0,12,4
DAL,Jake Ferguson,receiving,71,761,11.57,5,40,102
DAL,Jalen Brooks,receiving,6,64,11.6,0,24,6
DAL,Jalen Tolbert,receiving,22,268,9.43,2,45,36
DAL,KaVontae Turpin,receiving,12,127,10.59,3,34,18
DAL,Luke Schoonmaker,receiving,8,65,4.86,2,18,15
DAL,Michael Gallup,receiving,34,418,10.04,2,41,57
DAL,Peyton Hendershot,receiving,4,38,6.33,0,24,7
DAL,Rico Dowdle,receiving,17,144,7.11,2,32,22
DAL,Sean McKeon,receiving,0,0,0.0,0,0,2
DAL,Tony Pollard,receiving,55,311,4.88,0,60,67
