team,player,category,FUM,LOST
DAL,Brandin Cooks,fumbles,1,0
DAL,CeeDee Lamb,fumbles,3,2
DAL,Dak Prescott,fumbles,4,2
DAL,Damone Clark,fumbles,0,0
DAL,Donovan Wilson,fumbles,0,0
DAL,Israel Mukuamu,fumbles,0,0
DAL,Jalen Tolbert,fumbles,1,1
DAL,Jourdan Lewis,fumbles,0,0
DAL,KaVontae Turpin,fumbles,1,0
DAL,Leighton Vander Esch,fumbles,0,0
DAL,Malik Hooker,fumbles,0,0
DAL,Micah Parsons,fumbles,0,0
DAL,Sean McKeon,fumbles,0,0
DAL,Terence Steele,fumbles,0,0
DAL,Tony Pollard,fumbles,3,1
DAL,Tyler Biadasz,fumbles,0,0
