team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ARI,Emari Demercado,receiving,1,0,0.0,0,0,1
ARI,Michael Wilson,receiving,5,78,15.6,0,34,6
ARI,Elijah Higgins,receiving,1,2,2.0,1,2,1
ARI,Tip Reiman,receiving,1,5,5.0,0,5,1
ARI,Greg Dortch,receiving,1,7,7.0,0,7,2
ARI,James Conner,receiving,2,14,7.0,0,15,3
ARI,Marvin Harrison Jr.,receiving,2,36,18.0,0,22,7
ARI,Trey McBride,receiving,6,53,8.8,0,22,9
ATL,Tyler Allgeier,receiving,3,13,4.3,0,6,3
ATL,Bijan Robinson,receiving,3,16,5.3,0,6,3
ATL,Ray-Ray McCloud III,receiving,6,66,11.0,0,22,9
ATL,KhaDarel Hodge,receiving,2,67,33.5,1,45,2
ATL,Kyle Pitts Sr.,receiving,7,88,12.6,0,32,8
ATL,Darnell Mooney,receiving,9,105,11.7,2,24,16
ATL,Drake London,receiving,12,154,12.8,1,31,13
BAL,Isaiah Likely,receiving,3,13,4.3,2,6,3
BAL,Tylan Wallace,receiving,2,31,15.5,0,19,2
BAL,Mark Andrews,receiving,4,55,13.8,0,27,5
BAL,Rashod Bateman,receiving,4,58,14.5,1,18,8
BAL,Justice Hill,receiving,1,8,8.0,0,8,2
BAL,Nelson Agholor,receiving,1,4,4.0,0,4,4
BAL,Zay Flowers,receiving,7,111,15.9,0,26,12
BAL,Charlie Kolar,receiving,3,64,21.3,1,55,4
BAL,Derrick Henry,receiving,1,4,4.0,0,4,1
BUF,Keon Coleman,receiving,1,49,49.0,1,49,5
BUF,Curtis Samuel,receiving,1,0,0.0,0,0,4
BUF,Marquez Valdes-Scantling,receiving,0,0,0.0,0,0,3
BUF,Ray Davis,receiving,1,4,4.0,0,4,2
BUF,James Cook III,receiving,2,17,8.5,0,24,3
BUF,Mack Hollins,receiving,2,27,13.5,0,21,6
BUF,Dalton Kincaid,receiving,2,34,17.0,0,26,6
CAR,Diontae Johnson,receiving,3,23,7.7,0,20,6
CAR,Xavier Legette,receiving,1,8,8.0,0,8,1
CAR,Tommy Tremble,receiving,1,7,7.0,0,7,2
