team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Kyler Murray,rushing,7,83,11.9,1,50
ARI,James Conner,rushing,19,86,4.5,0,14
ATL,Bijan Robinson,rushing,12,61,5.1,0,28
ATL,Tyler Allgeier,rushing,6,12,2.0,0,8
BAL,Zay Flowers,rushing,1,9,9.0,0,9
BAL,Justice Hill,rushing,5,17,3.4,0,7
BAL,Derrick Henry,rushing,15,92,6.1,1,51
BAL,Charlie Kolar,rushing,1,2,2.0,0,2
BAL,Lamar Jackson,rushing,12,55,4.6,0,18
BUF,Ty Johnson,rushing,3,15,5.0,0,19
BUF,Josh Allen,rushing,4,54,13.5,0,19
BUF,James Cook III,rushing,20,82,4.1,1,12
BUF,Curtis Samuel,rushing,1,-1,-1.0,0,-1
CAR,Chuba Hubbard,rushing,13,97,7.5,1,38
CAR,Bryce Young,rushing,1,8,8.0,0,8
CAR,Diontae Johnson,rushing,2,6,3.0,0,4
CAR,Miles Sanders,rushing,2,6,3.0,0,4
CAR,Andy Dalton,rushing,1,3,3.0,0,3
CHI,D'Andre Swift,rushing,21,73,3.5,1,18
CHI,Caleb Williams,rushing,5,34,6.8,0,11
CHI,Roschon Johnson,rushing,10,25,2.5,2,8
CHI,Tyson Bagent,rushing,3,-4,-1.3,0,-1
CIN,Zack Moss,rushing,9,24,2.7,0,8
CIN,Joe Burrow,rushing,2,1,0.5,0,1
CIN,Chase Brown,rushing,12,46,3.8,0,16
CLE,Jameis Winston,rushing,1,-3,-3.0,0,-3
CLE,Deshaun Watson,rushing,3,14,4.7,0,5
CLE,D'Onta Foreman,rushing,9,44,4.9,0,25
CLE,Pierre Strong Jr.,rushing,1,2,2.0,0,2
CLE,Jerome Ford,rushing,9,47,5.2,0,16
DAL,Rico Dowdle,rushing,20,87,4.4,0,13
DAL,KaVontae Turpin,rushing,1,-6,-6.0,0,-6
DAL,Ezekiel Elliott,rushing,6,17,2.8,0,5
DAL,CeeDee Lamb,rushing,1,2,2.0,0,2
