team,player,category,FUM,LOST
ARI,Kyler Murray,fumbles,1,0
ARI,Mack Wilson Sr.,fumbles,0,0
ATL,Ray-Ray McCloud III,fumbles,1,0
ATL,Kaden Elliss,fumbles,0,0
BAL,Lamar Jackson,fumbles,2,1
BUF,Dorian Williams,fumbles,0,0
CAR,Chuba Hubbard,fumbles,1,1
CAR,Tommy Tremble,fumbles,1,1
CAR,Andy Dalton,fumbles,2,0
CHI,Kyler Gordon,fumbles,0,0
CHI,Gervon Dexter Sr.,fumbles,0,0
CIN,Germaine Pratt,fumbles,0,0
CLE,Martin Emerson Jr.,fumbles,0,0
CLE,Deshaun Watson,fumbles,1,1
DAL,Dak Prescott,fumbles,1,1
DAL,Rico Dowdle,fumbles,1,0
DAL,Jourdan Lewis,fumbles,0,0
DEN,Bo Nix,fumbles,0,0
DEN,Luke Wattenberg,fumbles,1,0
GB,Xavier McKinney,fumbles,0,0
GB,Jordan Love,fumbles,1,0
HOU,C.J. Stroud,fumbles,1,1
IND,Joe Flacco,fumbles,1,1
IND,Chris Lammons,fumbles,0,0
JAX,Tank Bigsby,fumbles,1,0
JAX,Gabe Davis,fumbles,1,1
JAX,Josh Hines-Allen,fumbles,0,0
KC,Carson Steele,fumbles,1,0
KC,Xavier Worthy,fumbles,0,0
LAR,Kyren Williams,fumbles,1,1
MIA,Jake Bailey,fumbles,1,1
MIA,Blake Ferguson,fumbles,1,0
MIA,Alec Ingold,fumbles,0,0
MIA,Jason Sanders,fumbles,0,0
MIA,Aaron Brewer,fumbles,1,0
MIN,Sam Darnold,fumbles,1,1
MIN,Justin Jefferson,fumbles,1,0
NE,Isaiah Bolden,fumbles,0,0
NYG,Eric Gray,fumbles,1,1
NYG,Daniel Jones,fumbles,1,0
NYG,Andrew Thomas,fumbles,0,0
NYG,Tyler Nubin,fumbles,0,0
NYJ,Aaron Rodgers,fumbles,1,0
NYJ,Quincy Williams,fumbles,0,0
PIT,Justin Fields,fumbles,1,0
PIT,Nick Herbig,fumbles,0,0
PIT,Pat Freiermuth,fumbles,1,1
SEA,DK Metcalf,fumbles,1,1
SEA,Rayshawn Jenkins,fumbles,0,0
SF,Jordan Mason,fumbles,1,1
TB,Chris Godwin Jr.,fumbles,1,0
TB,Bucky Irving,fumbles,1,1
TB,Mike Evans,fumbles,0,0
WSH,Olamide Zaccheaus,fumbles,0,0
WSH,Terry McLaurin,fumbles,1,1
WSH,Austin Ekeler,fumbles,1,0
WSH,Frankie Luvu,fumbles,0,0
