team,player,category,INT,YDS,TD
ARI,Isaiah Simmons,interceptions,1,5,0
BAL,Marcus Williams,interceptions,1,0,0
BAL,Roquan Smith,interceptions,1,19,0
BAL,Patrick Queen,interceptions,1,0,0
CAR,Jaycee Horn,interceptions,1,31,0
CAR,C.J. Henderson,interceptions,1,20,0
CIN,Jessie Bates III,interceptions,1,7,0
CLE,Deion Jones,interceptions,1,5,0
DAL,Israel Mukuamu,interceptions,1,0,0
DEN,Josey Jewell,interceptions,2,21,0
DEN,Pat Surtain II,interceptions,1,0,0
HOU,Tremon Smith,interceptions,2,33,0
JAX,Andrew Wingard,interceptions,1,13,0
KC,Willie Gay Jr.,interceptions,1,47,1
KC,L'Jarius Sneed,interceptions,1,6,0
LAR,Ernest Jones IV,interceptions,1,0,0
LAR,Taylor Rapp,interceptions,1,0,0
NE,Marcus Jones,interceptions,1,18,0
SF,Tashaun Gipson Sr.,interceptions,1,36,0
SF,Dre Greenlaw,interceptions,1,0,0
