team,player,category,FUM,LOST
ARI,James Conner,fumbles,0,0
ARI,DeAndre Hopkins,fumbles,1,1
ARI,Colt McCoy,fumbles,1,0
BAL,Tyler Huntley,fumbles,1,0
BAL,Ben Cleveland,fumbles,0,0
BAL,Kenyan Drake,fumbles,1,0
BUF,DaQuan Jones,fumbles,0,0
BUF,Matt Milano,fumbles,0,0
CAR,Keith Taylor,fumbles,1,0
DAL,Josh Ball,fumbles,0,0
DAL,Trevon Diggs,fumbles,0,0
DAL,Dak Prescott,fumbles,1,0
DAL,KaVontae Turpin,fumbles,1,1
DEN,Brett Rypien,fumbles,1,0
DET,C.J. Moore,fumbles,0,0
DET,Kerby Joseph,fumbles,0,0
HOU,Blake Cashman,fumbles,0,0
HOU,Dameon Pierce,fumbles,1,1
JAX,Dawuane Smoot,fumbles,0,0
JAX,Arden Key,fumbles,0,0
JAX,Josh Hines-Allen,fumbles,0,0
LAC,Justin Herbert,fumbles,1,0
LAR,Cam Akers,fumbles,1,1
LV,Chandler Jones,fumbles,0,0
MIA,Jeff Wilson Jr.,fumbles,1,0
MIA,Tyreek Hill,fumbles,0,0
MIN,T.J. Hockenson,fumbles,1,1
MIN,Dalvin Cook,fumbles,1,1
NE,Raekwon McMillan,fumbles,0,0
NE,Mac Jones,fumbles,1,0
NYG,Tyrod Taylor,fumbles,1,1
NYG,Jamie Gillan,fumbles,1,0
NYG,Carter Coughlin,fumbles,0,0
NYJ,Joe Flacco,fumbles,1,1
NYJ,C.J. Uzomah,fumbles,0,0
NYJ,Michael Carter,fumbles,1,1
NYJ,Mike White,fumbles,1,0
PHI,Patrick Johnson,fumbles,0,0
SF,Deebo Samuel,fumbles,1,1
SF,Azeez Al-Shaair,fumbles,0,0
TB,Lavonte David,fumbles,0,0
TB,Deven Thompkins,fumbles,1,0
TB,Rachaad White,fumbles,1,1
TEN,Derrick Henry,fumbles,2,2
TEN,Josh Thompson,fumbles,1,0
TEN,Ryan Tannehill,fumbles,1,1
