team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,67.0,33,7,2,3,1,1
BAL,Justin Tucker,kicking,100.0,42,10,3,3,1,1
BUF,Tyler Bass,kicking,100.0,49,8,2,2,2,2
CAR,Eddy Pineiro,kicking,100.0,47,12,3,3,3,3
CIN,Evan McPherson,kicking,100.0,30,5,1,1,2,3
CLE,Cade York,kicking,100.0,26,4,1,1,1,1
DAL,Brett Maher,kicking,100.0,53,9,2,2,3,3
DEN,Brandon McManus,kicking,0.0,0,4,0,0,4,4
DET,Michael Badgley,kicking,67.0,49,10,2,3,4,4
HOU,Ka'imi Fairbairn,kicking,100.0,54,11,3,3,2,2
JAX,Riley Patterson,kicking,100.0,43,12,3,3,3,3
KC,Harrison Butker,kicking,100.0,45,10,2,2,4,4
LAC,Cameron Dicker,kicking,100.0,33,11,3,3,2,2
LAR,Matt Gay,kicking,50.0,55,5,1,2,2,2
LV,Daniel Carlson,kicking,100.0,52,10,3,3,1,1
MIA,Jason Sanders,kicking,100.0,55,5,1,1,2,2
MIN,Greg Joseph,kicking,100.0,41,5,1,1,2,2
NE,Nick Folk,kicking,100.0,51,9,2,2,3,3
NYG,Graham Gano,kicking,0.0,0,2,0,0,2,2
NYJ,Greg Zuerlein,kicking,100.0,26,4,1,1,1,1
PHI,Jake Elliott,kicking,100.0,39,12,2,2,6,6
PIT,Chris Boswell,kicking,0.0,0,2,0,1,2,2
SEA,Jason Myers,kicking,100.0,27,6,1,1,3,3
SF,Robbie Gould,kicking,0.0,0,5,0,0,5,5
TB,Ryan Succop,kicking,0.0,0,1,0,1,1,1
TEN,Randy Bullock,kicking,0.0,0,2,0,0,2,2
