team,player,category,REC,YDS,AVG,TD,LONG,TGTS
DAL,Brandin Cooks,receiving,26,259,9.71,3,29,54
DAL,Brevyn Spann-Ford,receiving,9,88,5.75,0,18,14
DAL,C.J. Goodwin,receiving,0,0,0.0,0,0,1
DAL,CeeDee Lamb,receiving,101,1194,12.83,6,65,152
DAL,Dalvin Cook,receiving,1,10,10.0,0,10,1
DAL,Deuce Vaughn,receiving,3,18,6.0,0,8,5
DAL,Ezekiel Elliott,receiving,12,69,5.09,0,15,15
DAL,Hunter Luepke,receiving,12,111,7.25,0,24,16
DAL,Jake Ferguson,receiving,59,494,8.21,0,27,86
DAL,Jalen Brooks,receiving,12,177,13.67,1,41,30
DAL,Jalen Tolbert,receiving,49,610,11.42,7,48,79
DAL,Jonathan Mingo,receiving,5,46,5.67,0,14,16
DAL,Juanyeh Thomas,receiving,1,4,4.0,0,4,1
DAL,KaVontae Turpin,receiving,31,420,11.48,2,64,52
DAL,Luke Schoonmaker,receiving,27,241,7.64,1,24,36
DAL,Rico Dowdle,receiving,39,249,6.88,3,22,49
DAL,Ryan Flournoy,receiving,10,102,8.31,0,26,14
DAL,Tyler Smith,receiving,1,0,0.0,0,0,1
