team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
DAL,Bryan Anger,passing,4,2.0,0,0,0.0,,61.45,1,2
DAL,Cooper Rush,passing,1844,5.38,12,5,0.0,33.15,77.82,187,308
DAL,Dak Prescott,passing,1978,6.8,11,8,0.0,41.46,86.82,185,286
DAL,Trey Lance,passing,266,3.9,0,1,0.0,20.57,64.27,25,41
